station_event_id,net_number,catch_id,scientific_name,verbatimIdentification,taxonomic_rank,prop_total_sample,sf_proc,prop_sf_proc,lifestage,sex,common_name,identified_by,date_identified,preservation_method,catch_count,size_range,count_method,abundance_m3,flowmeter_volume_filtered_m3,depth_volume_filtered_m3,comments
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-92,Cyphocaris challengeri,Cyphocaris challengeri,Species,,,0.25,,,,,,Formalin,8,5-15mm,Total,0.16305732484076432,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-95,Scinidae,Scinidae,Family,,,1,,,,,,Formalin,1,5mm,Total,0.02038216560509554,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-99,Euphausiidae,Euphausiidae,Family,,,,furcilia,,,,,Formalin,2,fur 5-10mm,Total,0.04076433121019108,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-100,Euphausia pacifica,Euphausia pacifica,Species,,,1,,,,,,Formalin,7,15-30mm,Total,0.14267515923566879,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-101,Thysanoessa inspinata,Thysanoesa inspinata,Species,,,1,,,,,,Formalin,2,15-25mm,Total,0.04076433121019108,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-112,Aglantha digitale,Aglantha digitale,Species,,,0.125,,,,,,Formalin,72,10-20mm,Total,1.4675159235668789,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-114,Tomopteris,Tomopteris,Genus,,,0.25,,,,,,Formalin,8,5-20mm,Total,0.16305732484076432,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-115, ,Tyroscrolex? (leafy stick),,,,0.25,,,,,,Formalin,4,5-20mm,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-119,Limacina helicina,Limiacina helicina,Species,,,0.03125,,,,,,Formalin,352,sm >1mm,Total,7.174522292993631,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-120,Clione limacina,Clione limacina,Species,,,0.0625,,,,,,Formalin,16,2-8mm,Total,0.32611464968152865,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-125,Eukrohnia hamata,Eukronia hamata,Species,,,0.0625,,,,,,Formalin,304,>10mm,Total,6.196178343949045,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-128,Sagitta elegans,Sagitta elegans,Species,,,0.125,,,,,,Formalin,24,10-20mm,Total,0.489171974522293,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-129,Sagitta elegans,Sagitta elegans,Species,,,0.5,,,,,,Formalin,4,20-35mm,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-130,Sagitta scrippsae,Sagitta scrippae  (larger transparent fellow),Species,,,1,,,,,,Formalin,2,40mm,Total,0.04076433121019108,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-134,Oikopleura,Oikopluera,Genus,,,0.03125,,,,,,Formalin,128,3-6mm,Total,2.608917197452229,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-136,Dimophyes arctica,Dimophyes arctica,Species,,,0.25,,,,,,Formalin,8,10-20mm,Total,0.16305732484076432,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-137,Siphonophorae,Siphonophore bract,Order,,,0.25,,,,,,Formalin,4,5-20mm,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-140,Cnidaria,Jelly fragments,Phylum,,,1,,,,,,Formalin,1,20mm+,Total,0.02038216560509554,49.0625,,
IYS2022-TINRO-3-29-Bongo-1,1,IYS2022-TINRO-3-29-Bongo-1-144,Zoanthidea,Pumkin boy (unknown critter) could be sea anemone larvae,Order,,,0.5,larvae,,,,,Formalin,2,1-2mm,Total,0.04076433121019108,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-1,Pseudocalanus,Pseudocalanus spp.,Genus,,,,C6,female,,,,Formalin,864,,Total,17.610191082802547,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-2,Pseudocalanus,Pseudocalanus spp.,Genus,,,,C6,male,,,,Formalin,128,,Total,2.608917197452229,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-3,Pseudocalanus,Pseudocalanus spp.,Genus,,,,C5,,,,,Formalin,416,,Total,8.478980891719745,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-4,Pseudocalanus,Pseudocalanus spp.,Genus,,,,C4,,,,,Formalin,32,,Total,0.6522292993630573,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-5,Scolecithricella minor,Scolethricella minor,Species,,,,C6,female,,,,Formalin,64,,Total,1.3044585987261146,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-6,Scolecithricella minor,Scolethricella minor,Species,,,,C6,male,,,,Formalin,32,,Total,0.6522292993630573,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-7,Scolecithricella minor,Scolethricella minor,Species,,,,C45,,,,,Formalin,96,,Total,1.956687898089172,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-9,Oithona spinirostris,Oithona spinirostris,Species,,,,C6,female,,,,Formalin,224,,Total,4.565605095541401,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-10,Oithona,Oithona spp.,Genus,,,,C5,,,,,Formalin,160,,Total,3.261146496815287,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-11,Oithona similis,Oithona similis,Species,,,,C6,female,,,,Formalin,32,,Total,0.6522292993630573,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-13,Metridia pacifica,Metridia pacifica,Species,,,,C6,female,,,,Formalin,160,,Total,3.261146496815287,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-15,Metridia pacifica,Metridia pacifica,Species,,,,C5,,,,,Formalin,192,,Total,3.913375796178344,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-16,Metridia pacifica,Metridia pacifica,Species,,,,C4,,,,,Formalin,224,,Total,4.565605095541401,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-17,Metridia,Metridia sp.,Genus,,,,C3,,,,,Formalin,768,,Total,15.653503184713376,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-18,Metridia,Metridia sp.,Genus,,,,C2,,,,,Formalin,352,,Total,7.174522292993631,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-19,Metridia,Metridia sp.,Genus,,,,C1,,,,,Formalin,64,,Total,1.3044585987261146,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-22,Eucalanus bungii,Eucalanus bungii,Species,,,,C5,,,,,Formalin,4,,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-23,Eucalanus bungii,Eucalanus bungii,Species,,,,C4,,,,,Formalin,8,,Total,0.16305732484076432,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-24,Eucalanus bungii,Eucalanus bungii,Species,,,,C3,,,,,Formalin,4,,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-28,Neocalanus cristatus,Neocalanus cristatus,Species,,,,C5,,,,,Formalin,28,,Total,0.5707006369426751,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-29,Neocalanus cristatus,Neocalanus cristatus,Species,,,,C4,,,,,Formalin,48,,Total,0.978343949044586,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-30,Neocalanus cristatus,Neocalanus cristatus,Species,,,,C3,,,,,Formalin,480,,Total,9.78343949044586,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-31,Neocalanus cristatus,Neocalanus cristatus,Species,,,,C2,,,,,Formalin,320,,Total,6.522292993630574,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-32,Neocalanus cristatus,Neocalanus cristatus,Species,,,,C1,,,,,Formalin,192,,Total,3.913375796178344,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-34,Neocalanus,Neocalanus plumchrus/flemmingi,Genus,,,,C5,,,,,Formalin,8,,Total,0.16305732484076432,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-35,Neocalanus,Neocalanus plumchrus/flemmingi,Genus,,,,C4,,,,,Formalin,192,,Total,3.913375796178344,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-36,Neocalanus,Neocalanus plumchrus/flemmingi,Genus,,,,C3,,,,,Formalin,544,,Total,11.087898089171974,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-37,Neocalanus,Neocalanus plumchrus/flemmingi,Genus,,,,C2,,,,,Formalin,832,,Total,16.95796178343949,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-38,Neocalanus,Neocalanus plumchrus/flemmingi,Genus,,,,C1,,,,,Formalin,352,,Total,7.174522292993631,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-39,Heterorhabdus tanneri,Heterorhabdus tanneri,Species,,,,C6,female,,,,Formalin,4,,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-46,Euchaeta elongata,Eucheata elongata,Species,,,,C4,,,,,Formalin,4,,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-55,Racovitzanus antarcticus,Racovitzanus antarcticus,Species,,,,C6,female,,,,Formalin,8,,Total,0.16305732484076432,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-57,Racovitzanus antarcticus,Racovitzanus antarcticus,Species,,,,C5,,,,,Formalin,8,,Total,0.16305732484076432,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-60,Aetideidae,Aetideidae,Family,,,,C6,female,,,,Formalin,4,,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-61,Aetideidae,Aetideidae,Family,,,,C5,,,,,Formalin,4,,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-65,Gaetanus simplex,Gaetanus intermedius,Species,,,,C4,,,,,Formalin,4,,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-79,Pleuromamma scutullata,Pleuromamma scutullata,Species,,,,C6,female,,,,Formalin,8,,Total,0.16305732484076432,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-80,Pleuromamma scutullata,Pleuromamma scutullata,Species,,,,C6,male,,,,Formalin,4,,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-87,Ostracoda,Ostracoda,Class,,,0.125,,,,,,Formalin,16,1-3mm,Total,0.32611464968152865,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-88,Parathemisto pacifica,Parathemisto pacifica,Species,,,0.25,,,,,,Formalin,4,3-10mm,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-93,Hyperia,Hyperia (juv.),Genus,,,0.25,juvenile,,,,,Formalin,4,3-5mm,Total,0.08152866242038216,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-96,Euphausiidae,Euphausiidae,Family,,,0.03125,egg,,,,,Formalin,160,,Total,3.261146496815287,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-101,Thysanoessa inspinata,Thysanoesa inspinata,Species,,,1,,,,,,Formalin,1,15-25mm,Total,0.02038216560509554,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-107,Sergestes,Sergestes sp.,Genus,,,1,,,,,,Formalin,2,10-20mm,Total,0.04076433121019108,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-112,Aglantha digitale,Aglantha digitale,Species,,,0.125,,,,,,Formalin,32,10-20mm,Total,0.6522292993630573,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-114,Tomopteris,Tomopteris,Genus,,,0.25,,,,,,Formalin,12,5-20mm,Total,0.2445859872611465,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-119,Limacina helicina,Limiacina helicina,Species,,,0.03125,,,,,,Formalin,64,sm >1mm,Total,1.3044585987261146,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-120,Clione limacina,Clione limacina,Species,,,0.03125,,,,,,Formalin,64,2-8mm,Total,1.3044585987261146,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-125,Eukrohnia hamata,Eukronia hamata,Species,,,0.125,,,,,,Formalin,192,>10mm,Total,3.913375796178344,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-128,Sagitta elegans,Sagitta elegans,Species,,,0.125,,,,,,Formalin,48,10-20mm,Total,0.978343949044586,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-129,Sagitta elegans,Sagitta elegans,Species,,,1,,,,,,Formalin,5,20-35mm,Total,0.10191082802547771,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-130,Sagitta scrippsae,Sagitta scrippae  (larger transparent fellow),Species,,,1,,,,,,Formalin,1,40mm,Total,0.02038216560509554,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-133,Salpa aspera,Salpa aspera,Species,,,0.125,,,,,,Formalin,64,10-20mm,Total,1.3044585987261146,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-134,Oikopleura,Oikopluera,Genus,,,0.03125,,,,,,Formalin,192,3-6mm,Total,3.913375796178344,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-135,Fritillaria,Fritilaria,Genus,,,0.03125,,,,,,Formalin,32,>1mm,Total,0.6522292993630573,49.0625,,
IYS2022-TINRO-3-30-Bongo-1,1,IYS2022-TINRO-3-30-Bongo-1-136,Dimophyes arctica,Dimophyes arctica,Species,,,0.125,,,,,,Formalin,8,10-20mm,Total,0.16305732484076432,49.0625,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-1,Pseudocalanus,Pseudocalanus spp.,Genus,,,,C6,female,,,,Formalin,2624,,Total,51.42577168054875,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-2,Pseudocalanus,Pseudocalanus spp.,Genus,,,,C6,male,,,,Formalin,256,,Total,5.017148456638902,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-3,Pseudocalanus,Pseudocalanus spp.,Genus,,,,C5,,,,,Formalin,1408,,Total,27.594316511513963,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-4,Pseudocalanus,Pseudocalanus spp.,Genus,,,,C4,,,,,Formalin,192,,Total,3.762861342479177,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-5,Scolecithricella minor,Scolethricella minor,Species,,,,C6,female,,,,Formalin,128,,Total,2.508574228319451,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-6,Scolecithricella minor,Scolethricella minor,Species,,,,C6,male,,,,Formalin,64,,Total,1.2542871141597256,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-7,Scolecithricella minor,Scolethricella minor,Species,,,,C45,,,,,Formalin,320,,Total,6.271435570798628,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-9,Oithona spinirostris,Oithona spinirostris,Species,,,,C6,female,,,,Formalin,192,,Total,3.762861342479177,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-10,Oithona,Oithona spp.,Genus,,,,C5,,,,,Formalin,64,,Total,1.2542871141597256,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-13,Metridia pacifica,Metridia pacifica,Species,,,,C6,female,,,,Formalin,256,,Total,5.017148456638902,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-15,Metridia pacifica,Metridia pacifica,Species,,,,C5,,,,,Formalin,320,,Total,6.271435570798628,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-16,Metridia pacifica,Metridia pacifica,Species,,,,C4,,,,,Formalin,640,,Total,12.542871141597256,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-17,Metridia,Metridia sp.,Genus,,,,C3,,,,,Formalin,448,,Total,8.78000979911808,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-18,Metridia,Metridia sp.,Genus,,,,C2,,,,,Formalin,64,,Total,1.2542871141597256,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-22,Eucalanus bungii,Eucalanus bungii,Species,,,,C5,,,,,Formalin,8,,Total,0.1567858892699657,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-23,Eucalanus bungii,Eucalanus bungii,Species,,,,C4,,,,,Formalin,32,,Total,0.6271435570798628,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-24,Eucalanus bungii,Eucalanus bungii,Species,,,,C3,,,,,Formalin,32,,Total,0.6271435570798628,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-28,Neocalanus cristatus,Neocalanus cristatus,Species,,,,C5,,,,,Formalin,8,,Total,0.1567858892699657,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-29,Neocalanus cristatus,Neocalanus cristatus,Species,,,,C4,,,,,Formalin,208,,Total,4.076433121019108,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-30,Neocalanus cristatus,Neocalanus cristatus,Species,,,,C3,,,,,Formalin,256,,Total,5.017148456638902,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-31,Neocalanus cristatus,Neocalanus cristatus,Species,,,,C2,,,,,Formalin,512,,Total,10.034296913277805,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-32,Neocalanus cristatus,Neocalanus cristatus,Species,,,,C1,,,,,Formalin,128,,Total,2.508574228319451,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-34,Neocalanus,Neocalanus plumchrus/flemmingi,Genus,,,,C5,,,,,Formalin,48,,Total,0.9407153356197943,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-35,Neocalanus,Neocalanus plumchrus/flemmingi,Genus,,,,C4,,,,,Formalin,576,,Total,11.288584027437532,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-36,Neocalanus,Neocalanus plumchrus/flemmingi,Genus,,,,C3,,,,,Formalin,832,,Total,16.305732484076433,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-37,Neocalanus,Neocalanus plumchrus/flemmingi,Genus,,,,C2,,,,,Formalin,832,,Total,16.305732484076433,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-38,Neocalanus,Neocalanus plumchrus/flemmingi,Genus,,,,C1,,,,,Formalin,576,,Total,11.288584027437532,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-40,Heterorhabdus tanneri,Heterorhabdus tanneri,Species,,,,C6,male,,,,Formalin,8,,Total,0.1567858892699657,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-41,Heterorhabdus tanneri,Heterorhabdus tanneri,Species,,,,C5,,,,,Formalin,8,,Total,0.1567858892699657,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-43,Euchaeta elongata,Eucheata elongata,Species,,,,C6,female,,,,Formalin,8,,Total,0.1567858892699657,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-44,Euchaeta elongata,Eucheata elongata,Species,,,,C6,male,,,,Formalin,16,,Total,0.3135717785399314,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-45,Euchaeta elongata,Eucheata elongata,Species,,,,C5,,,,,Formalin,32,,Total,0.6271435570798628,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-49,Candacia columbiae,Candacia columbia,Species,,,,C6,female,,,,Formalin,8,,Total,0.1567858892699657,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-57,Racovitzanus antarcticus,Racovitzanus antarcticus,Species,,,,C5,,,,,Formalin,32,,Total,0.6271435570798628,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-63,Gaetanus simplex,Gaetanus intermedius,Species,,,,C6,female,,,,Formalin,48,,Total,0.9407153356197943,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-64,Gaetanus simplex,Gaetanus intermedius,Species,,,,C5,,,,,Formalin,16,,Total,0.3135717785399314,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-79,Pleuromamma scutullata,Pleuromamma scutullata,Species,,,,C6,female,,,,Formalin,64,,Total,1.2542871141597256,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-80,Pleuromamma scutullata,Pleuromamma scutullata,Species,,,,C6,male,,,,Formalin,16,,Total,0.3135717785399314,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-81,Pleuromamma scutullata,Pleuromamma scutullata,Species,,,,C5,,,,,Formalin,48,,Total,0.9407153356197943,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-82,Pleuromamma scutullata,Pleuromamma scutullata,Species,,,,C4,,,,,Formalin,16,,Total,0.3135717785399314,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-87,Ostracoda,Ostracoda,Class,,,0.015625,,,,,,Formalin,256,1-3mm,Total,5.017148456638902,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-88,Parathemisto pacifica,Parathemisto pacifica,Species,,,0.25,,,,,,Formalin,24,3-10mm,Total,0.47035766780989713,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-92,Cyphocaris challengeri,Cyphocaris challengeri,Species,,,0.25,,,,,,Formalin,12,5-15mm,Total,0.23517883390494856,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-99,Euphausiidae,Euphausiidae,Family,,,,furcilia,,,,,Formalin,8,fur 5-10mm,Total,0.1567858892699657,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-100,Euphausia pacifica,Euphausia pacifica,Species,,,1,,,,,,Formalin,10,15-30mm,Total,0.19598236158745713,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-105,Tessarabrachion oculatum,Tessarabrachion oculatum,Species,,,1,,,,,,Formalin,1,20mm,Total,0.019598236158745713,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-110,Isopoda,Crytoniscid (parasitic isopod larvae),Order,,,,crytoniscid larva,,,,,Formalin,32,1mm,Total,0.6271435570798628,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-112,Aglantha digitale,Aglantha digitale,Species,,,0.25,,,,,,Formalin,16,10-20mm,Total,0.3135717785399314,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-114,Tomopteris,Tomopteris,Genus,,,0.25,,,,,,Formalin,28,5-20mm,Total,0.54875061244488,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-119,Limacina helicina,Limiacina helicina,Species,,,0.015625,,,,,,Formalin,384,sm >1mm,Total,7.525722684958354,51.025,,
IYS2022-TINRO-3-31-Bongo-1,1,IYS2022-TINRO-3-31-Bongo-1-120,Clione limacina,Clione limacina,Species,,,0.03125,,,,,,Formalin,160,2-8mm,Total,3.135717785399314,51.025,,
